# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466380.bam" "SRR24466381.bam" "SRR24466382.bam" "SRR24466389.bam" "SRR24466390.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466380.bam	SRR24466381.bam	SRR24466382.bam	SRR24466389.bam	SRR24466390.bam	SRR24466391.bam
YIR001C	IX	356143	356895	-	753	643	1021	563	2441	1478	1336
YIL153W	IX	55198	56379	+	1182	921	1224	661	3424	1497	1779
YIR002C	IX	357415	360396	-	2982	1260	1852	1495	3038	1799	1503
YIL108W	IX	160887	162977	+	2091	1418	1694	1138	3635	1577	1579
YIR023C-A	IX	402383	402706	-	324	5	8	7	14	6	10
YIL067C	IX	235724	237760	-	2037	970	1824	884	1988	1657	1136
YIR019C	IX	389572	393675	-	4104	214	197	198	828	410	241
YIL028W	IX	302100	302498	+	399	30	35	26	200	122	128
YIL134W	IX	97395	98330	+	936	250	414	206	721	404	493
YIL159W	IX	41825	45952	+	4128	864	798	919	1871	662	845
YIL011W	IX	333727	334536	+	810	102	69	28	350	87	114
YIL110W	IX	156045	157178	+	1134	610	720	550	2235	683	1057
YIL131C	IX	100781	102235	-	1455	803	681	411	2924	674	1598
YIL128W	IX	113806	116904	+	3099	838	1246	974	3304	1611	1675
YIL064W	IX	241943	242716	+	774	323	343	244	1086	285	1008
YIL071C	IX	228660	229994	-	1335	437	716	555	1467	1178	895
YIL147C	IX	69791	73453	-	3663	1898	2699	1599	3653	1909	1709
YIL149C	IX	63028	68067	-	5040	1287	2138	1677	4921	2736	2251
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	1301	1423	1282	4663	2829	2402
YIL005W	IX	345692	347797	+	2106	1882	3262	1573	3502	3272	2203
YIL169C	IX	23119	26106	-	2988	32	41	20	44	34	18
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	3383	3821	3746	4655	3449	2854
YIR014W	IX	381086	381814	+	729	430	517	365	873	543	433
tE(CUC)I	IX	197592	197663	+	72	0	0	0	0	0	0
YIR033W	IX	416124	419465	+	3342	2153	2931	3230	5820	2689	2218
YIL105C	IX	167581	169641	-	2061	1845	2124	3064	6809	2568	3307
YIL057C	IX	247902	248396	-	495	22	30	114	88	49	22
YIL017C	IX	318200	320965	-	2766	1222	1928	1799	3733	2504	2065
YIL132C	IX	99860	100501	-	642	126	160	59	398	195	193
YIL070C	IX	230272	231072	-	801	1227	1796	1532	4127	2826	2334
YIL051C	IX	257843	258280	-	438	4678	6386	3927	19154	9172	8683
YIL118W	IX	139752	140447	+	696	3868	4181	3651	10940	4325	5562
YIL097W	IX	180427	181977	+	1551	667	1152	1414	3393	2059	1768
YIR034C	IX	419615	420736	-	1122	1393	1822	894	8693	2454	4905
YIL109C	IX	157385	160165	-	2781	2871	3412	2575	10760	3509	4667
YIL102C-A	IX	173365	173592	-	228	321	477	274	918	726	583
YIL105W-A	IX	167664	167804	+	141	0	0	2	1	1	0
YIL084C	IX	202276	203259	-	984	232	354	252	1085	551	715
YIL039W	IX	278426	279847	+	1422	4401	6026	2530	8116	5349	5119
YIR003W	IX	360885	362924	+	2040	1276	1754	1322	4118	2146	1875
YIR031C	IX	413015	414679	-	1665	1055	1104	770	2470	1245	1245
YIL074C	IX	221081	222490	-	1410	3599	4441	2179	23189	3577	7767
YIL022W	IX	311165	312460	+	1296	1315	1720	1083	5807	1860	2513
YIL030C	IX	296050	300009	-	3960	3210	5034	3567	7167	4269	3510
YIL140W	IX	85366	87837	+	2472	3886	5334	2845	3381	1657	2072
YIL031W	IX	292633	295737	+	3105	691	951	681	2079	1313	1200
YIL014W	IX	326103	327995	+	1893	1913	3066	2422	4633	3515	2635
YIL137C	IX	89948	92788	-	2841	1069	1831	1897	4750	3969	2750
YIR037W	IX	423128	423619	+	492	3159	4886	2966	10565	5936	4763
YIL127C	IX	117024	117644	-	621	480	525	319	1356	342	1243
YIL143C	IX	80510	83041	-	2532	1013	1371	942	4663	1713	1926
YIL079C	IX	210923	212005	-	1083	219	292	106	581	191	366
YIR008C	IX	373077	374306	-	1230	642	968	648	2584	1003	1398
YIL040W	IX	277723	278139	+	417	3529	4630	5043	8784	4131	3444
YIL129C	IX	106107	113237	-	7131	1217	2065	2292	4957	3089	2196
YIL100C-A	IX	177343	177681	-	339	40	67	52	57	66	50
YIL124W	IX	126204	127097	+	894	3329	5199	4328	11763	6175	5674
YIL042C	IX	275108	276292	-	1185	518	678	488	2146	828	920
YIL115C	IX	144327	148709	-	4383	2737	3088	3039	7215	3498	3007
YIL035C	IX	287790	288908	-	1119	1651	2514	1458	6036	2778	3200
YIL176C	IX	8793	9155	-	363	0	0	0	0	1	0
YIL006W	IX	344062	345183	+	1122	361	402	240	996	617	610
YIL048W	IX	261437	264892	+	3456	1716	2624	1810	4570	2974	2353
YIL066C	IX	238099	240708	-	2610	224	490	211	380	501	216
YIR029W	IX	410807	411838	+	1032	157	219	136	765	408	371
YIR018C-A	IX	385564	385701	-	138	50	91	84	97	117	53
YIL094C	IX	186517	187632	-	1116	3637	4465	2952	14929	5127	7916
YIL103W	IX	171751	173028	+	1278	351	357	325	977	272	707
YIL155C	IX	51759	53708	-	1950	584	761	937	2870	1641	1759
YIL152W	IX	56545	57252	+	708	996	1520	1166	2078	1817	1210
YIL046W-A	IX	268309	268473	+	165	13	4	0	19	4	16
YIL002C	IX	350591	353431	-	2841	683	1113	676	2888	1414	1332
YIR030W-A	IX	412899	413282	+	384	4	4	2	6	5	0
YIL047C-A	IX	265099	265467	-	369	60	54	19	43	42	43
YIL156W	IX	48091	51306	+	3216	986	1337	1171	2357	1693	1222
YIR012W	IX	378486	379781	+	1296	849	1008	472	2642	680	1685
YIL112W	IX	151595	154846	+	3252	1049	1764	1277	4629	2081	2096
YIL025C	IX	308201	308575	-	375	0	1	0	3	1	1
YIL175W	IX	9183	9500	+	318	0	0	0	0	0	0
YIL100W	IX	177373	177726	+	354	9	8	2	22	21	13
YIR026C	IX	404873	405967	-	1095	442	430	288	1438	394	1186
YIR025W	IX	403659	404765	+	1107	208	296	175	875	452	445
YIR042C	IX	435273	435983	-	711	146	153	202	521	266	418
YIL075C	IX	217863	220700	-	2838	3866	8396	5667	19099	9275	7889
YIL068W-A	IX	233013	233396	+	384	0	0	2	0	1	2
YIL063C	IX	242761	243744	-	984	2507	3238	4513	6362	2732	2595
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	23816	22866	11176	86568	21479	46187
YIL027C	IX	303679	304104	-	426	18701	25022	22619	22083	22444	15275
YIL085C	IX	200490	202043	-	1554	1927	2700	1150	4293	2563	2659
snR68	IX	97111	97246	+	136	182	267	183	160	247	240
YIL008W	IX	342536	342835	+	300	8182	7402	6063	6093	4648	5018
YIL030W-A	IX	295565	295903	+	339	24	20	33	39	25	20
YIL076W	IX	216658	217548	+	891	4692	6595	5509	14858	5325	5761
YIR036W-A	IX	422635	423036	+	402	4	1	2	6	2	1
YIL029C	IX	300829	301257	-	429	874	1232	1315	4948	3682	3046
YIR023W	IX	399777	402689	+	2913	1034	1195	635	3255	1399	1691
tT(AGU)I1	IX	175031	175103	+	73	88	55	31	41	69	38
YIL053W	IX	255115	255867	+	753	18668	41440	13787	82482	37444	47507
YIL101C	IX	175307	177250	-	1944	258	262	341	626	280	342
YIL120W	IX	134417	136108	+	1692	742	523	355	1231	695	567
YIL174W	IX	9469	9696	+	228	0	0	0	0	0	0
YIL032C	IX	291961	292317	-	357	1	0	0	1	0	0
YIL142C-A	IX	83208	83540	-	333	16	7	5	4	0	0
YIL164C	IX	34087	34686	-	600	552	929	724	2513	1546	1260
YIL096C	IX	182117	183127	-	1011	150	164	89	405	103	393
YIL160C	IX	40191	41444	-	1254	6	10	10	34	32	16
YIL134C-A	IX	96522	96725	-	204	3	5	0	9	9	12
YIL062C	IX	243998	244462	-	465	4383	7376	4138	13845	6753	6274
YIL151C	IX	57338	60694	-	3357	1229	1485	1074	3231	1818	1724
YIL059C	IX	246550	246915	-	366	399	765	599	1748	1935	1020
YIR030C	IX	412036	412770	-	735	37	60	55	323	144	131
YIL083C	IX	203556	204653	-	1098	769	1177	773	2477	1399	1333
YIL019W	IX	315093	316133	+	1041	187	185	139	677	132	561
YIL020C-A	IX	313713	314051	-	339	3	5	4	14	9	1
YIL099W	IX	178004	179653	+	1650	117	136	160	313	196	136
YIL093C	IX	187990	188784	-	795	614	967	866	2559	1105	1210
YIR024C	IX	402841	403491	-	651	495	797	906	1797	1030	782
YIL135C	IX	95065	96375	-	1311	1222	1717	1011	4826	2037	2243
YIL020C	IX	314035	314820	-	786	308	522	254	1362	495	900
YIL023C	IX	309386	310426	-	1041	2284	2363	1647	3861	2193	2092
YIL177W-A	IX	846	1328	+	483	0	0	0	0	0	0
YIL037C	IX	283029	284999	-	1971	70	161	114	287	296	125
YIL142W	IX	83302	84885	+	1584	1821	2982	1663	7585	3039	3680
YIR041W	IX	433929	434303	+	375	0	2	6	15	11	1
YIL034C	IX	289226	290089	-	864	2347	4116	2424	9478	4819	4279
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	118	182	180	307	338	141
YIL091C	IX	191030	193195	-	2166	239	365	139	790	231	582
YIL078W	IX	212499	214703	+	2205	8099	10295	8186	29546	8186	16207
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	15131	16333	9533	40941	13744	26324
YIR017C	IX	383556	384119	-	564	1785	2087	1545	5779	2392	4081
YIL125W	IX	122689	125733	+	3045	2330	3473	3129	8229	5448	4232
YIL154C	IX	53981	55021	-	1041	807	1025	975	3382	1370	1426
PWR1	IX	395999	396939	+	941	8	7	0	9	2	2
YIL138C	IX	89230	89715	-	486	48689	56868	60588	49170	47027	29103
YIL130W	IX	102782	105676	+	2895	983	1422	823	3602	1811	2000
YIL071W-A	IX	228550	229026	+	477	10	16	14	10	8	3
YIL043C	IX	274072	274926	-	855	9874	11699	4947	17045	10508	9522
YIR013C	IX	380019	380384	-	366	12	19	5	58	36	24
YIL055C	IX	252042	253925	-	1884	417	538	434	1345	637	565
YIL014C-A	IX	325212	325526	-	315	5506	7210	6122	7499	11790	4557
YIL049W	IX	260158	260919	+	762	1075	1310	662	2015	1618	1189
YIL162W	IX	37385	38983	+	1599	770	4155	2207	4718	2974	2097
YIL104C	IX	169982	171505	-	1524	177	251	95	529	154	374
YIL077C	IX	214991	215953	-	963	1038	1346	1264	3905	1851	1894
YIR032C	IX	415030	415617	-	588	396	351	292	995	310	354
YIL007C	IX	342994	343656	-	663	517	888	736	2212	1117	1117
YIL021W	IX	312905	313861	+	957	1784	2259	1437	5891	2335	3455
YIR020C	IX	394255	394557	-	303	0	0	0	0	0	0
YIL038C	IX	280142	282652	-	2511	1337	1726	1460	3528	1925	2036
YIR011C	IX	377287	378246	-	960	2450	3495	3597	5979	3599	3606
YIL046W	IX	268651	270573	+	1923	758	884	509	2970	902	1235
YIL157C	IX	46949	47542	-	594	1399	1960	1984	4738	2346	2010
YIL171W-A	IX	18260	18712	+	453	0	0	0	0	0	0
YIL121W	IX	132244	133872	+	1629	6945	11411	5587	16336	14971	9728
YIL170W	IX	19847	21220	+	1374	6	6	4	10	14	2
YIR038C	IX	423809	424513	-	705	1780	2841	1606	5773	3470	2478
YIR027C	IX	406260	407642	-	1383	28	28	30	61	41	35
YIL088C	IX	197931	199403	-	1473	4440	6152	3555	8689	6880	3708
YIR028W	IX	408468	410375	+	1908	52	50	58	64	61	40
YIL001W	IX	353940	355481	+	1542	362	598	380	1922	785	1107
tK(CUU)I	IX	300228	300300	-	73	2	1	1	2	2	3
YIL173W	IX	11492	16141	+	4650	27	44	42	108	55	48
tE(UUC)I	IX	370417	370488	+	72	12	11	16	13	11	7
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	15	4	2	53	16	24
YIL054W	IX	254543	254860	+	318	0	0	0	0	0	2
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	51141	64035	45252	146729	50442	72352
YIR017W-A	IX	383566	384165	+	600	12	9	6	31	28	32
YIL145C	IX	76354	77283	-	930	1002	1742	971	3443	1943	1837
YIR006C	IX	365466	369908	-	4443	2215	3438	2307	7343	4249	3421
YIL013C	IX	328207	332442	-	4236	328	453	260	1021	725	461
YIL114C	IX	149143	149988	-	846	667	1166	641	2539	1282	1361
YIR035C	IX	421026	421790	-	765	3863	5952	2823	5375	3357	3494
YIR007W	IX	370704	372998	+	2295	385	526	457	1858	921	924
YIL113W	IX	150559	151188	+	630	343	371	574	2513	922	1073
YIL036W	IX	285666	287429	+	1764	1627	2134	2394	8133	3129	3815
YIR010W	IX	375431	377161	+	1731	1082	1146	893	4067	1428	2037
YIL033C	IX	290419	291669	-	1251	1803	2842	2461	11421	3659	5142
YIR009W	IX	374525	374860	+	336	202	299	135	799	406	385
YIL041W	IX	276525	277505	+	981	1784	2560	1438	8569	2856	3934
YIL087C	IX	199646	200119	-	474	484	825	549	1954	1277	979
ICR1	IX	393884	397082	-	3199	240	330	362	1185	817	712
YIR036C	IX	422074	422865	-	792	767	1115	648	3214	1373	1321
YIL122W	IX	130610	131665	+	1056	241	423	323	999	539	580
tI(AAU)I2	IX	210665	210738	+	74	2	0	0	1	3	1
YIL021C-A	IX	313199	313468	-	270	0	0	2	0	0	0
YIL090W	IX	193595	195070	+	1476	1965	2409	1310	3852	2496	2935
YIL012W	IX	333011	333352	+	342	11	15	17	93	14	25
YIL024C	IX	308602	309171	-	570	445	477	307	925	387	286
YIL111W	IX	155311	155765	+	455	9052	14735	20159	23593	26382	9971
YIL095W	IX	183937	186369	+	2433	853	1264	964	2660	1589	1256
YIL029W-A	IX	299735	300106	+	372	0	0	0	0	0	0
YIL089W	IX	195599	196216	+	618	86	106	74	269	180	124
YIL166C	IX	30938	32566	-	1629	417	433	540	619	494	370
YIL060W	IX	246392	246826	+	435	2	3	1	5	7	3
tI(AAU)I1	IX	183440	183513	-	74	0	0	0	0	0	0
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	769	1191	651	3548	1849	1863
YIL061C	IX	244657	245559	-	903	203	246	124	708	276	416
YIR040C	IX	433389	433721	-	333	0	0	0	0	0	0
YIL102C	IX	174582	174887	-	306	0	0	2	0	1	0
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	9033	10407	4487	27924	10645	18100
YIR016W	IX	382628	383425	+	798	2578	3665	5154	6858	4334	3461
YIR021W	IX	397294	398385	+	1092	328	440	232	1247	677	767
YIL172C	IX	16784	18553	-	1770	0	0	0	0	0	0
YIL072W	IX	226602	228419	+	1818	54	69	74	104	190	52
YIL058W	IX	246914	247198	+	285	8	2	4	12	5	2
YIL047C	IX	265115	267823	-	2709	1866	2290	721	3935	1372	1781
YIL015W	IX	322342	324105	+	1764	76	162	95	208	310	77
YIR005W	IX	364889	365335	+	447	11289	13679	14803	11946	20425	13201
YIL116W	IX	142928	144085	+	1158	6399	8577	5765	29801	11054	17323
YIL003W	IX	349122	350003	+	882	466	766	482	1921	990	1209
YIL082W-A	IX	205635	210132	+	4498	313	440	294	1530	600	599
YCR031C	III;III	177500;178214	177906;178220	-;-	414	23679	27250	13011	76504	25688	44052
YCL011C	III	102075	103358	-	1284	3180	4244	2716	12404	4185	6535
YCL040W	III	50838	52340	+	1503	15693	31119	26937	92462	37049	37728
YCR052W	III	214994	216445	+	1452	922	1216	901	4307	1367	2164
YCR100C	III	301271	302221	-	951	202	302	200	795	550	433
YCR107W	III	313890	314981	+	1092	235	275	219	900	391	547
YCL002C	III;III	110808;111634	111557;111675	-;-	792	1700	2365	1811	3416	2673	2244
YCL024W	III	79162	82275	+	3114	573	664	411	1641	534	929
YCR060W	III	224399	224734	+	336	1624	2066	1933	3409	1849	1686
YCR071C	III	240103	240543	-	441	684	1108	802	2064	1442	1127
YCR007C	III	126011	126730	-	720	228	386	249	699	545	337
YCL012C	III;III	101317;101701	101633;101788	-;-	405	590	831	828	806	923	549
YCR081C-A	III	258415	258651	-	237	0	2	0	4	0	20
YCR036W	III	193297	194298	+	1002	2637	3696	3454	7088	3643	3287
YCR063W	III	228318	228791	+	474	48	98	35	181	88	159
YCL042W	III	50584	50943	+	360	23	26	17	44	38	21
YCR097W-A	III	294439	294705	+	267	0	0	0	0	0	0
YCR025C	III	163446	163856	-	411	62	72	47	218	73	90
tK(CUU)C	III	151284	151356	-	73	0	0	0	0	0	0
YCR069W	III	239055	240011	+	957	5243	7392	2971	8647	7353	4165
YCR041W	III	200911	201243	+	333	0	3	0	5	1	7
YCR102W-A	III	306735	306932	+	198	9	9	8	42	24	16
YCR020C-A	III	154830	155096	-	267	10538	9762	6387	7212	8344	6008
YCL075W	III	2126	2566	+	441	0	0	0	0	4	0
YCR092C	III	276764	279820	-	3057	452	591	372	1636	661	912
YCR005C	III	120946	122328	-	1383	25994	27813	29603	72766	25613	41078
YCR038W-A	III	199293	199418	+	126	4	6	12	5	13	16
YCL034W	III	61658	62722	+	1065	1980	2244	1935	6754	2765	3090
YCL026C-B	III	73405	73986	-	582	959	1590	639	3436	1232	651
YCR020W-B	III	155320	155556	+	237	5282	6650	5284	4672	4559	2999
YCR094W	III	286762	287937	+	1176	2104	2980	1298	4138	3077	2664
YCL028W	III	70150	71367	+	1218	1430	2067	984	6575	2072	2883
YCL029C	III	68599	69921	-	1323	406	779	336	1728	665	1002
YCL074W	III	2824	3750	+	927	0	0	0	6	2	2
tQ(UUG)C	III	168301	168372	-	72	0	4	0	3	4	1
YCR086W	III	263392	263964	+	573	296	405	189	1368	447	663
YCR006C	III	122530	123003	-	474	86	114	90	227	146	148
YCR083W	III	259578	259961	+	384	1252	1716	2185	1654	2045	1114
YCL039W	III	52645	54882	+	2238	970	1172	967	2987	1763	1256
YCL037C	III	57374	58678	-	1305	20	43	4	108	20	56
tE(UUC)C	III	82462	82533	-	72	68	97	43	55	190	125
YCL004W	III	109105	110670	+	1566	416	633	382	1460	812	803
YCL076W	III	1392	2135	+	744	0	0	0	0	2	0
YCR011C	III	133724	136873	-	3150	5921	8988	6116	14205	7953	6455
YCL054W-A	III	30910	30996	+	87	2	2	2	1	13	0
YCR020C	III	154012	154659	-	648	501	574	400	679	532	363
YCL065W	III	13751	14119	+	369	2	2	2	0	0	0
YCL057W	III	24768	26906	+	2139	2315	5168	3045	9980	6829	4962
YCL069W	III	9706	11082	+	1377	0	0	0	0	2	0
YCR045W-A	III	208751	209101	+	351	129	125	77	516	199	215
YCL048W	III	42165	43556	+	1392	201	475	346	141	551	100
YCR002C	III	117380	118348	-	969	2949	4830	3532	12793	4836	5763
YCR035C	III	191834	193018	-	1185	1125	1660	885	3535	1693	2108
YCR066W	III	231500	232963	+	1464	326	472	367	1336	849	785
YCR032W	III	179520	186023	+	6504	894	1308	1693	3572	1706	1569
YCL059C	III	22429	23379	-	951	1035	1281	964	3096	847	2904
YCR079W	III	252845	254173	+	1329	832	1294	847	2701	1427	1588
YCR021C	III	156109	157107	-	999	23607	71106	34466	95423	52338	26761
YCL026C-A	III	74704	75285	-	582	42	97	75	53	87	35
YCL046W	III	46640	46963	+	324	4	1	2	5	2	2
YCR104W	III	307801	308175	+	375	16	11	8	74	39	26
YCL001W	III	111916	112482	+	567	5814	7166	5495	9274	6393	6106
YCR054C	III	218376	220067	-	1692	319	470	394	887	404	462
YCR046C	III	209914	210423	-	510	624	861	448	2328	986	1139
YCR064C	III	228095	228505	-	411	17	6	13	43	7	40
YCL001W-B	III	113770	114024	+	255	24	28	22	46	22	16
YCR017C	III	144773	147634	-	2862	6255	8350	4014	11171	7439	5528
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	0	0	2	0	4	0
YCL041C	III	50133	50627	-	495	75	143	172	210	135	175
YCR043C	III	206261	206644	-	384	1930	2327	1159	4200	2258	2689
YCR095W-A	III	289639	289797	+	159	57	65	48	202	169	138
YCL009C	III	104619	105548	-	930	4598	5606	2523	28176	8101	14813
tP(AGG)C	III	123577	123648	-	72	2	4	12	66	19	78
YCR014C	III	139185	140933	-	1749	788	1155	1344	1887	1143	1052
YCL036W	III	59026	60726	+	1701	93	60	58	198	53	200
YCR051W	III	214071	214739	+	669	712	747	465	2511	704	1610
YCL045C	III	44623	46905	-	2283	6287	8268	3475	11504	7306	6328
YCL005W	III	108021	108791	+	771	1339	1522	941	3082	1596	1675
snR43	III	107504	107712	-	209	808	978	768	819	1003	877
YCR088W	III	265068	266846	+	1779	2495	4015	2356	10633	4042	4146
YCR037C	III	194414	197185	-	2772	1432	1675	1061	3032	1682	1759
YCR077C	III	250238	252628	-	2391	1781	2730	2024	7169	3273	3512
YCR009C	III	130745	131542	-	798	6189	10031	10824	20639	9028	7890
YCR098C	III	297049	298605	-	1557	126	118	82	189	177	106
YCR047W-A	III	211301	211507	+	207	2	2	2	7	5	4
YCR073W-A	III	246963	247910	+	948	995	1362	899	3711	1862	1865
YCR039C	III	199546	200178	-	633	8	27	36	22	27	7
YCL032W	III	63441	64481	+	1041	428	772	468	1984	780	927
YCR049C	III	211871	212317	-	447	0	0	0	2	2	0
YCR076C	III	249293	250045	-	753	3021	3707	2951	4844	3614	2758
YCL057C-A	III	24032	24325	-	294	1214	1701	985	4327	2155	2204
YCR053W	III	216697	218241	+	1545	5957	7977	4075	28642	9262	16464
YCL008C	III	105696	106853	-	1158	609	916	477	2385	873	1101
YCR072C	III	240805	242352	-	1548	131	278	107	446	97	335
YCR057C	III	220457	223228	-	2772	504	521	301	1646	302	1097
YCL044C	III	47111	48364	-	1254	434	546	331	1312	536	596
YCL033C	III	62776	63282	-	507	1502	1929	1832	3177	1794	1361
YCL030C	III	65934	68333	-	2400	11650	14481	10041	87565	24099	49357
YCL068C	III	11503	12285	-	783	0	0	0	0	0	0
YCL035C	III	60841	61173	-	333	6467	12041	8373	19633	14169	8768
YCR008W	III	128470	130281	+	1812	2844	4360	3593	9101	4736	4592
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	10	7	1	2	6	0
YCR091W	III	274404	276566	+	2163	611	855	1623	2904	2516	1826
YCR108C	III	315997	316188	-	192	2	0	0	0	0	0
YCR042C	III	201174	205397	-	4224	1204	1816	1388	4185	2206	2104
snR65	III	177183	177282	+	100	177	190	180	141	304	287
YCL055W	III	27929	28936	+	1008	1086	1549	2063	4932	2424	1608
YCR003W	III	118620	119171	+	552	9741	12647	14753	12030	13927	8399
YCR022C	III	157421	157765	-	345	24	31	17	89	39	46
YCR089W	III	267434	272263	+	4830	471	610	442	2095	1066	881
tG(GCC)C	III	142701	142771	-	71	2	5	2	4	4	0
YCL016C	III	94621	95763	-	1143	505	681	485	1781	662	741
YCL031C	III	64675	65568	-	894	2174	3164	2612	6579	3113	3611
YCL048W-A	III	41488	41727	+	240	18	13	13	71	62	22
YCR018C	III	148238	148903	-	666	1763	2175	2004	7479	3096	2399
YCL022C	III	81570	82085	-	516	0	2	0	1	1	0
YCR087C-A	III	264006	264467	-	462	329	364	204	1083	279	983
tT(AGU)C	III	295484	295556	+	73	4	11	6	5	6	14
YCL023C	III	78949	79296	-	348	0	0	1	0	0	0
YCL010C	III	103571	104350	-	780	643	877	446	2253	809	1093
YCR001W	III	115685	115999	+	315	0	2	2	7	5	2
tM(CAU)C	III	149920	149991	+	72	0	0	0	0	0	0
YCL018W	III	91324	92418	+	1095	0	0	0	0	0	0
YCR073C	III	242588	246583	-	3996	319	457	350	707	572	393
YCR048W	III	211929	213761	+	1833	1023	1311	503	2434	1145	1117
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	4806	5955	3585	10166	7440	5403
YCR033W	III	186489	190169	+	3681	1871	2714	1988	6979	3845	3413
YCL007C	III	106974	107366	-	393	5	2	1	18	15	18
YCR019W	III	152837	153928	+	1092	413	602	387	1550	689	778
YCR102C	III	304361	305467	-	1107	153	188	136	510	170	307
YCR075W-A	III	248975	249202	+	228	849	1388	970	1606	1435	1008
YCL058W-A	III	23584	23925	+	342	104	123	55	226	65	191
YCL047C	III	43661	44437	-	777	467	794	592	2065	1068	1026
YCR106W	III	310958	313456	+	2499	251	357	223	765	557	644
YCR040W	III	200442	200969	+	528	0	0	0	0	3	0
YCR061W	III	225563	227458	+	1896	950	1506	792	2229	1329	1008
YCR045C	III	208135	209610	-	1476	2	9	13	19	10	8
YCR085W	III	262916	263269	+	354	26	18	28	38	26	67
YCR024C-B	III	162599	162865	-	267	11144	14883	7142	26921	11933	17044
YCR101C	III	302482	303030	-	549	146	195	169	409	309	241
YCL049C	III	39786	40724	-	939	1410	2426	1055	2560	3085	1177
YCR015C	III	141217	142170	-	954	800	1194	1685	2235	1383	1026
snR33	III	142364	142546	-	183	7530	8547	7792	9910	7689	6770
YCR038C	III	197621	199549	-	1929	317	460	425	988	565	531
YCL063W	III	17290	18561	+	1272	440	519	355	1494	567	851
YCR024C	III	160744	162222	-	1479	336	521	327	1125	601	599
YCR065W	III	229310	231004	+	1695	799	815	354	1726	729	936
YCR087W	III	263976	264491	+	516	3	6	2	12	2	3
YCR034W	III	190592	191635	+	1044	4996	3998	1884	7279	3295	5681
YCL052C	III	34143	35393	-	1251	1478	2427	1852	7169	3436	3384
YCR004C	III	119575	120318	-	744	2121	2815	2311	8798	4165	4254
YCR059C	III	223454	224230	-	777	572	848	359	1916	741	1087
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	0	0	0	0	0	0
YCR096C	III	293179	293538	-	360	23	45	67	86	60	28
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	5574	7570	6967	15336	7088	7872
tN(GUU)C	III	127716	127789	+	74	0	2	0	1	0	4
YCL021W-A	III	83620	83997	+	378	141	185	146	702	361	279
YCL064C	III	15798	16880	-	1083	102	120	50	321	39	106
YCR028C	III	170886	172424	-	1539	902	1324	607	1726	1010	1185
YCR082W	III	258883	259269	+	387	5647	11423	16182	14946	9004	5294
YCL061C	III	18816	22106	-	3291	546	1030	741	1782	767	919
YCL073C	III	6479	8326	-	1848	0	0	2	0	0	0
YCR013C	III	138402	139049	-	648	8	14	3	26	16	8
YCR090C	III	272315	272863	-	549	6456	9055	8097	9242	7490	5514
YCR084C	III	260311	262452	-	2142	1973	2117	1037	9162	2593	4852
YCR050C	III	213464	213772	-	309	1	3	5	7	2	1
YCR099C	III	300832	301299	-	468	141	225	178	551	347	295
YCL066W	III	13282	13809	+	528	6	8	8	4	26	4
snR189	III	178610	178798	-	189	218	311	433	524	471	850
YCR095C	III	288170	289258	-	1089	2147	3747	4282	4985	3163	2701
YCR068W	III	237214	238776	+	1563	879	1341	592	1345	1034	650
YCL017C	III	92777	94270	-	1494	776	1116	630	2813	1036	1241
YCL058C	III	23523	23981	-	459	74	116	55	155	102	117
YCL014W	III	96281	101191	+	4911	1000	1057	771	2621	1066	1310
YCL050C	III	37836	38801	-	966	6925	14721	7137	44572	12604	13453
YCR067C	III	233125	236322	-	3198	2373	3540	1992	6039	3570	3055
YCR047C	III	210718	211545	-	828	253	296	160	752	163	554
YCR044C	III	206877	207950	-	1074	1774	2731	1470	4009	3340	2438
YCR026C	III	164111	166339	-	2229	2046	3070	1701	5142	3279	2999
YCR093W	III	280117	286443	+	6327	1852	3123	3093	7432	4482	3923
YCR012W	III	137746	138996	+	1251	107446	228765	118955	627182	251689	229538
YCR075C	III	248033	248815	-	783	1943	1859	1171	3829	1939	2111
YCL043C	III	48653	50221	-	1569	22840	35490	15880	49800	29222	18709
YCL025C	III	76018	77919	-	1902	17794	21899	14692	42347	26987	27682
YCL067C	III	12386	13018	-	633	3	6	11	15	9	0
YCR023C	III	158538	160373	-	1836	2317	3212	1654	5554	3752	4192
